,filename,bounding_boxes
25839,..\MarioNet64_Color\frame_15850.jpg,"[0, 4, 4, 4, 4, 4, 4]"
25840,..\MarioNet64_Color\frame_15851.jpg,"[(385, 109, 236, 272), (336, 199, 64, 31), (44, 151, 85, 86), (154, 91, 24, 26), (133, 52, 200, 217), (247, 37, 44, 20)]"
25841,..\MarioNet64_Color\frame_15851.jpg,"[0, 4, 4, 4, 4, 4]"
25842,..\MarioNet64_Color\frame_15852.jpg,"[(385, 109, 236, 272), (336, 199, 64, 31), (44, 151, 85, 86), (154, 91, 24, 26), (133, 52, 200, 217), (247, 37, 44, 20)]"
25843,..\MarioNet64_Color\frame_15852.jpg,"[0, 4, 4, 4, 4, 4]"
25844,..\MarioNet64_Color\frame_15853.jpg,"[(385, 109, 237, 272), (343, 199, 50, 26), (41, 160, 82, 86), (119, 150, 26, 20), (147, 93, 24, 29), (126, 61, 204, 205), (247, 37, 41, 21)]"
25845,..\MarioNet64_Color\frame_15853.jpg,"[0, 4, 4, 4, 4, 4, 4]"
25846,..\MarioNet64_Color\frame_15854.jpg,"[(385, 109, 237, 272), (343, 199, 50, 26), (126, 173, 24, 28), (46, 160, 77, 86), (119, 150, 26, 20), (147, 93, 24, 29), (148, 61, 183, 205), (247, 37, 41, 21)]"
25847,..\MarioNet64_Color\frame_15854.jpg,"[0, 4, 4, 4, 4, 4, 4, 4]"
25848,..\MarioNet64_Color\frame_15855.jpg,"[(386, 109, 238, 272), (334, 199, 58, 22), (38, 164, 87, 88), (127, 53, 203, 219), (246, 38, 35, 20)]"
25849,..\MarioNet64_Color\frame_15855.jpg,"[0, 4, 4, 4, 4]"
25850,..\MarioNet64_Color\frame_15856.jpg,"[(386, 109, 238, 272), (334, 199, 58, 22), (38, 164, 88, 88), (119, 148, 21, 24), (127, 53, 203, 219), (246, 38, 35, 20)]"
25851,..\MarioNet64_Color\frame_15856.jpg,"[0, 4, 4, 4, 4, 4]"
25852,..\MarioNet64_Color\frame_15857.jpg,"[(385, 110, 240, 271), (344, 199, 51, 27), (126, 172, 23, 37), (40, 162, 87, 87), (117, 151, 29, 19), (150, 101, 24, 21), (147, 53, 184, 220), (244, 31, 39, 26)]"
25853,..\MarioNet64_Color\frame_15857.jpg,"[0, 4, 4, 4, 4, 4, 4, 4]"
25854,..\MarioNet64_Color\frame_15858.jpg,"[(386, 109, 239, 272), (344, 199, 51, 27), (126, 172, 23, 37), (40, 162, 87, 87), (117, 151, 29, 19), (150, 101, 24, 21), (147, 53, 184, 220), (244, 31, 39, 26)]"
25855,..\MarioNet64_Color\frame_15858.jpg,"[0, 4, 4, 4, 4, 4, 4, 4]"
25856,..\MarioNet64_Color\frame_15859.jpg,"[(386, 109, 242, 272), (343, 199, 58, 33), (126, 164, 23, 41), (44, 155, 84, 87), (149, 47, 183, 227), (248, 38, 40, 19)]"
25857,..\MarioNet64_Color\frame_15859.jpg,"[0, 4, 4, 4, 4, 4]"
25858,..\MarioNet64_Color\frame_15860.jpg,"[(386, 109, 242, 272), (343, 199, 58, 33), (126, 164, 20, 40), (44, 155, 84, 87), (149, 47, 183, 227), (248, 39, 40, 18)]"
25859,..\MarioNet64_Color\frame_15860.jpg,"[0, 4, 4, 4, 4, 4]"
25860,..\MarioNet64_Color\frame_15861.jpg,"[(386, 109, 243, 272), (342, 199, 61, 33), (125, 166, 21, 36), (44, 155, 84, 87), (149, 45, 183, 228), (247, 33, 41, 24)]"
25861,..\MarioNet64_Color\frame_15861.jpg,"[0, 4, 4, 4, 4, 4]"
25862,..\MarioNet64_Color\frame_15862.jpg,"[(386, 109, 243, 272), (342, 199, 61, 33), (126, 166, 20, 38), (44, 155, 84, 87), (149, 45, 183, 228), (247, 33, 41, 24)]"
25863,..\MarioNet64_Color\frame_15862.jpg,"[0, 4, 4, 4, 4, 4]"
25864,..\MarioNet64_Color\frame_15863.jpg,"[(386, 109, 244, 272), (342, 199, 62, 38), (46, 155, 83, 81), (124, 54, 212, 222), (248, 37, 43, 21)]"
25865,..\MarioNet64_Color\frame_15863.jpg,"[0, 4, 4, 4, 4]"
25866,..\MarioNet64_Color\frame_15864.jpg,"[(386, 109, 244, 272), (342, 199, 62, 38), (46, 155, 83, 81), (124, 54, 212, 222), (248, 37, 43, 21)]"
25867,..\MarioNet64_Color\frame_15864.jpg,"[0, 4, 4, 4, 4]"
25868,..\MarioNet64_Color\frame_15865.jpg,"[(387, 108, 244, 273), (341, 199, 65, 43), (133, 166, 21, 34), (45, 149, 85, 86), (155, 54, 185, 222), (255, 37, 34, 21)]"
25869,..\MarioNet64_Color\frame_15865.jpg,"[0, 4, 4, 4, 4, 4]"
25870,..\MarioNet64_Color\frame_15866.jpg,"[(387, 108, 244, 273), (341, 199, 65, 43), (133, 166, 22, 34), (45, 149, 85, 86), (157, 54, 183, 222), (255, 37, 34, 21)]"
25871,..\MarioNet64_Color\frame_15866.jpg,"[0, 4, 4, 4, 4, 4]"
25872,..\MarioNet64_Color\frame_15867.jpg,"[(387, 107, 246, 274), (343, 199, 61, 39), (127, 175, 25, 26), (43, 155, 85, 87), (150, 62, 188, 215), (255, 34, 35, 24)]"
25873,..\MarioNet64_Color\frame_15867.jpg,"[0, 4, 4, 4, 4, 4]"
25874,..\MarioNet64_Color\frame_15868.jpg,"[(387, 107, 246, 274), (343, 199, 61, 39), (126, 175, 26, 26), (43, 155, 85, 87), (150, 62, 188, 215), (255, 34, 35, 24)]"
25875,..\MarioNet64_Color\frame_15868.jpg,"[0, 4, 4, 4, 4, 4]"
25876,..\MarioNet64_Color\frame_15869.jpg,"[(386, 105, 247, 276), (341, 199, 60, 34), (124, 175, 21, 35), (37, 163, 88, 88), (148, 99, 21, 30), (149, 61, 181, 216), (247, 37, 36, 21)]"
25877,..\MarioNet64_Color\frame_15869.jpg,"[0, 4, 4, 4, 4, 4, 4]"
25878,..\MarioNet64_Color\frame_15870.jpg,"[(386, 105, 247, 276), (341, 199, 60, 34), (124, 175, 21, 35), (37, 163, 88, 88), (148, 99, 21, 30), (149, 61, 181, 216), (247, 37, 36, 21)]"
25879,..\MarioNet64_Color\frame_15870.jpg,"[0, 4, 4, 4, 4, 4, 4]"
25880,..\MarioNet64_Color\frame_15871.jpg,"[(386, 103, 248, 278), (342, 199, 55, 30), (126, 180, 24, 37), (36, 169, 88, 88), (117, 156, 24, 21), (143, 54, 188, 225), (248, 38, 33, 20)]"
25881,..\MarioNet64_Color\frame_15871.jpg,"[0, 4, 4, 4, 4, 4, 4]"
25882,..\MarioNet64_Color\frame_15872.jpg,"[(386, 103, 248, 278), (342, 199, 55, 30), (126, 181, 21, 36), (36, 169, 88, 88), (117, 156, 24, 23), (143, 54, 188, 225), (248, 38, 34, 20)]"
25883,..\MarioNet64_Color\frame_15872.jpg,"[0, 4, 4, 4, 4, 4, 4]"
25884,..\MarioNet64_Color\frame_15873.jpg,"[(385, 101, 250, 280), (340, 199, 60, 34), (122, 182, 26, 29), (38, 166, 88, 88), (147, 54, 189, 226), (245, 36, 38, 22)]"
25885,..\MarioNet64_Color\frame_15873.jpg,"[0, 4, 4, 4, 4, 4]"
25886,..\MarioNet64_Color\frame_15874.jpg,"[(385, 101, 250, 280), (340, 199, 62, 34), (122, 182, 24, 29), (37, 166, 88, 88), (148, 54, 188, 226), (245, 36, 38, 22)]"
25887,..\MarioNet64_Color\frame_15874.jpg,"[0, 4, 4, 4, 4, 4]"
25888,..\MarioNet64_Color\frame_15875.jpg,"[(385, 97, 251, 284), (342, 199, 63, 38), (126, 166, 21, 42), (40, 159, 87, 87), (149, 52, 190, 228), (244, 38, 44, 20)]"
25889,..\MarioNet64_Color\frame_15875.jpg,"[0, 4, 4, 4, 4, 4]"
25890,..\MarioNet64_Color\frame_15876.jpg,"[(385, 97, 251, 284), (342, 199, 63, 38), (126, 166, 21, 42), (40, 159, 87, 87), (149, 52, 190, 228), (244, 38, 44, 20)]"
25891,..\MarioNet64_Color\frame_15876.jpg,"[0, 4, 4, 4, 4, 4]"
25892,..\MarioNet64_Color\frame_15877.jpg,"[(385, 95, 253, 286), (128, 214, 26, 20), (342, 199, 63, 38), (123, 167, 25, 42), (40, 159, 88, 85), (149, 55, 189, 226), (248, 38, 40, 19)]"
25893,..\MarioNet64_Color\frame_15877.jpg,"[0, 4, 4, 4, 4, 4, 4]"
25894,..\MarioNet64_Color\frame_15878.jpg,"[(385, 95, 253, 286), (127, 214, 26, 20), (342, 199, 63, 38), (121, 171, 27, 38), (40, 159, 88, 86), (149, 55, 189, 226), (248, 38, 40, 19)]"
25895,..\MarioNet64_Color\frame_15878.jpg,"[0, 4, 4, 4, 4, 4, 4]"
25896,..\MarioNet64_Color\frame_15879.jpg,"[(383, 92, 255, 289), (342, 199, 63, 44), (127, 173, 26, 31), (43, 156, 86, 87), (151, 54, 188, 227), (255, 36, 36, 22)]"
25897,..\MarioNet64_Color\frame_15879.jpg,"[0, 4, 4, 4, 4, 4]"
25898,..\MarioNet64_Color\frame_15880.jpg,"[(383, 92, 255, 289), (342, 199, 63, 44), (127, 173, 26, 31), (43, 156, 86, 87), (151, 54, 188, 227), (255, 36, 36, 22)]"
25899,..\MarioNet64_Color\frame_15880.jpg,"[0, 4, 4, 4, 4, 4]"
25900,..\MarioNet64_Color\frame_15881.jpg,"[(382, 89, 257, 292), (343, 190, 23, 28), (350, 183, 53, 61), (43, 152, 86, 86), (129, 62, 233, 219)]"
25901,..\MarioNet64_Color\frame_15881.jpg,"[0, 4, 4, 4, 4]"
25902,..\MarioNet64_Color\frame_15882.jpg,"[(382, 89, 257, 292), (343, 183, 60, 61), (43, 152, 86, 86), (129, 62, 233, 219)]"
25903,..\MarioNet64_Color\frame_15882.jpg,"[0, 4, 4, 4]"
25904,..\MarioNet64_Color\frame_15883.jpg,"[(382, 87, 259, 294), (343, 179, 61, 64), (127, 165, 20, 45), (40, 159, 87, 87), (158, 103, 20, 26), (150, 62, 212, 219)]"
25905,..\MarioNet64_Color\frame_15883.jpg,"[0, 4, 4, 4, 4, 4]"
25906,..\MarioNet64_Color\frame_15884.jpg,"[(380, 84, 262, 297), (127, 183, 20, 33), (341, 173, 62, 64), (37, 166, 88, 89), (119, 158, 26, 20), (148, 61, 205, 222)]"
25907,..\MarioNet64_Color\frame_15884.jpg,"[0, 4, 4, 4, 4, 4]"
25908,..\MarioNet64_Color\frame_15885.jpg,"[(380, 84, 262, 297), (125, 181, 22, 35), (341, 173, 63, 64), (37, 166, 88, 89), (148, 61, 205, 222)]"
25909,..\MarioNet64_Color\frame_15885.jpg,"[0, 4, 4, 4, 4]"
25910,..\MarioNet64_Color\frame_15886.jpg,"[(380, 84, 262, 297), (127, 183, 20, 33), (341, 173, 62, 64), (37, 167, 88, 88), (119, 158, 26, 20), (148, 61, 205, 222)]"
25911,..\MarioNet64_Color\frame_15886.jpg,"[0, 4, 4, 4, 4, 4]"
25912,..\MarioNet64_Color\frame_15887.jpg,"[(378, 81, 265, 300), (119, 178, 28, 39), (338, 171, 63, 62), (35, 171, 89, 89), (143, 37, 210, 246)]"
25913,..\MarioNet64_Color\frame_15887.jpg,"[0, 4, 4, 4, 4]"
25914,..\MarioNet64_Color\frame_15888.jpg,"[(378, 81, 265, 300), (119, 183, 28, 34), (338, 171, 63, 62), (35, 171, 89, 89), (143, 37, 210, 246)]"
25915,..\MarioNet64_Color\frame_15888.jpg,"[0, 4, 4, 4, 4]"
25916,..\MarioNet64_Color\frame_15889.jpg,"[(378, 81, 265, 300), (119, 178, 28, 39), (338, 171, 63, 62), (35, 171, 89, 89), (143, 37, 210, 246)]"
25917,..\MarioNet64_Color\frame_15889.jpg,"[0, 4, 4, 4, 4]"
25918,..\MarioNet64_Color\frame_15890.jpg,"[(376, 79, 267, 302), (125, 181, 25, 36), (341, 172, 63, 64), (37, 168, 87, 88), (150, 108, 22, 23), (148, 36, 205, 247)]"
25919,..\MarioNet64_Color\frame_15890.jpg,"[0, 4, 4, 4, 4, 4]"
25920,..\MarioNet64_Color\frame_15891.jpg,"[(376, 79, 267, 302), (120, 180, 30, 37), (341, 172, 63, 64), (37, 168, 87, 88), (150, 108, 23, 23), (148, 36, 205, 247)]"
25921,..\MarioNet64_Color\frame_15891.jpg,"[0, 4, 4, 4, 4, 4]"
25922,..\MarioNet64_Color\frame_15892.jpg,"[(375, 77, 271, 304), (342, 178, 62, 64), (125, 173, 24, 38), (39, 161, 85, 89), (149, 36, 204, 248)]"
25923,..\MarioNet64_Color\frame_15892.jpg,"[0, 4, 4, 4, 4]"
25924,..\MarioNet64_Color\frame_15893.jpg,"[(375, 77, 271, 304), (342, 178, 62, 64), (125, 173, 24, 38), (39, 161, 85, 89), (149, 36, 204, 248)]"
25925,..\MarioNet64_Color\frame_15893.jpg,"[0, 4, 4, 4, 4]"
25926,..\MarioNet64_Color\frame_15894.jpg,"[(375, 77, 271, 304), (342, 178, 62, 63), (125, 173, 22, 37), (39, 161, 85, 89), (149, 36, 204, 248)]"
25927,..\MarioNet64_Color\frame_15894.jpg,"[0, 4, 4, 4, 4]"
25928,..\MarioNet64_Color\frame_15895.jpg,"[(375, 77, 271, 304), (342, 178, 60, 64), (125, 173, 24, 37), (39, 161, 85, 89), (149, 36, 204, 248)]"
25929,..\MarioNet64_Color\frame_15895.jpg,"[0, 4, 4, 4, 4]"
25930,..\MarioNet64_Color\frame_15896.jpg,"[(374, 76, 272, 305), (342, 178, 60, 65), (126, 173, 24, 36), (39, 163, 84, 87), (149, 40, 205, 245)]"
25931,..\MarioNet64_Color\frame_15896.jpg,"[0, 4, 4, 4, 4]"
25932,..\MarioNet64_Color\frame_15897.jpg,"[(374, 76, 272, 305), (342, 178, 60, 65), (126, 173, 24, 37), (39, 163, 83, 87), (149, 40, 205, 245)]"
25933,..\MarioNet64_Color\frame_15897.jpg,"[0, 4, 4, 4, 4]"
25934,..\MarioNet64_Color\frame_15898.jpg,"[(374, 76, 272, 305), (342, 178, 61, 65), (126, 173, 24, 37), (39, 163, 84, 87), (149, 40, 205, 245)]"
25935,..\MarioNet64_Color\frame_15898.jpg,"[0, 4, 4, 4, 4]"
25936,..\MarioNet64_Color\frame_15899.jpg,"[(374, 76, 272, 305), (342, 178, 61, 65), (126, 173, 24, 36), (39, 163, 84, 87), (149, 40, 205, 245)]"
25937,..\MarioNet64_Color\frame_15899.jpg,"[0, 4, 4, 4, 4]"
25938,..\MarioNet64_Color\frame_15900.jpg,"[(373, 73, 274, 308), (128, 214, 26, 20), (341, 182, 67, 60), (44, 159, 84, 86), (125, 47, 236, 238)]"
25939,..\MarioNet64_Color\frame_15900.jpg,"[0, 4, 4, 4, 4]"
25940,..\MarioNet64_Color\frame_15901.jpg,"[(373, 73, 274, 308), (127, 213, 27, 21), (341, 182, 67, 60), (44, 159, 84, 86), (125, 47, 236, 238)]"
25941,..\MarioNet64_Color\frame_15901.jpg,"[0, 4, 4, 4, 4]"
25942,..\MarioNet64_Color\frame_15902.jpg,"[(376, 86, 256, 295), (341, 174, 62, 63), (125, 167, 21, 37), (45, 156, 80, 87), (148, 38, 207, 239)]"
25943,..\MarioNet64_Color\frame_15902.jpg,"[0, 4, 4, 4, 4]"
25944,..\MarioNet64_Color\frame_15903.jpg,"[(376, 86, 256, 295), (339, 175, 64, 62), (127, 167, 19, 35), (45, 156, 80, 87), (148, 38, 207, 239)]"
25945,..\MarioNet64_Color\frame_15903.jpg,"[0, 4, 4, 4, 4]"
25946,..\MarioNet64_Color\frame_15904.jpg,"[(389, 127, 186, 254), (327, 158, 51, 54), (52, 154, 81, 81), (117, 135, 29, 28), (148, 92, 23, 23), (131, 37, 216, 219)]"
25947,..\MarioNet64_Color\frame_15904.jpg,"[0, 4, 4, 4, 4, 4]"
25948,..\MarioNet64_Color\frame_15905.jpg,"[(389, 127, 186, 251), (327, 158, 51, 54), (52, 154, 81, 81), (117, 135, 29, 26), (132, 37, 215, 219)]"
25949,..\MarioNet64_Color\frame_15905.jpg,"[0, 4, 4, 4, 4]"
25950,..\MarioNet64_Color\frame_15906.jpg,"[(395, 145, 158, 236), (61, 155, 78, 78), (110, 132, 38, 30), (140, 84, 31, 29), (141, 39, 232, 207)]"
25951,..\MarioNet64_Color\frame_15906.jpg,"[0, 4, 4, 4, 4]"
25952,..\MarioNet64_Color\frame_15907.jpg,"[(395, 145, 158, 236), (61, 155, 78, 78), (111, 132, 37, 30), (140, 84, 31, 29), (141, 39, 232, 207)]"
25953,..\MarioNet64_Color\frame_15907.jpg,"[0, 4, 4, 4, 4]"
25954,..\MarioNet64_Color\frame_15908.jpg,"[(400, 161, 139, 220), (77, 151, 69, 74), (110, 125, 44, 31), (150, 85, 28, 36), (142, 47, 226, 190)]"
25955,..\MarioNet64_Color\frame_15908.jpg,"[0, 4, 4, 4, 4]"
25956,..\MarioNet64_Color\frame_15909.jpg,"[(400, 161, 139, 220), (77, 151, 69, 74), (110, 125, 44, 29), (150, 85, 28, 36), (140, 47, 228, 190)]"
25957,..\MarioNet64_Color\frame_15909.jpg,"[0, 4, 4, 4, 4]"
25958,..\MarioNet64_Color\frame_15910.jpg,"[(405, 173, 122, 194), (85, 147, 70, 69), (119, 125, 40, 21), (150, 82, 29, 33), (151, 43, 211, 189)]"
25959,..\MarioNet64_Color\frame_15910.jpg,"[0, 4, 4, 4, 4]"
25960,..\MarioNet64_Color\frame_15911.jpg,"[(404, 173, 123, 194), (85, 147, 69, 69), (119, 125, 40, 21), (150, 82, 29, 33), (150, 43, 212, 189)]"
25961,..\MarioNet64_Color\frame_15911.jpg,"[0, 4, 4, 4, 4]"
25962,..\MarioNet64_Color\frame_15912.jpg,"[(410, 184, 110, 171), (94, 150, 67, 63), (154, 85, 40, 31), (119, 47, 242, 180)]"
25963,..\MarioNet64_Color\frame_15912.jpg,"[0, 4, 4, 4]"
25964,..\MarioNet64_Color\frame_15913.jpg,"[(410, 184, 110, 171), (94, 149, 67, 64), (119, 124, 43, 29), (157, 85, 37, 31), (164, 47, 197, 180)]"
25965,..\MarioNet64_Color\frame_15913.jpg,"[0, 4, 4, 4, 4]"
25966,..\MarioNet64_Color\frame_15914.jpg,"[(415, 193, 99, 152), (105, 145, 64, 66), (123, 118, 45, 29), (160, 83, 25, 30), (166, 54, 191, 166)]"
25967,..\MarioNet64_Color\frame_15914.jpg,"[0, 4, 4, 4, 4]"
25968,..\MarioNet64_Color\frame_15915.jpg,"[(415, 193, 99, 152), (105, 145, 64, 66), (123, 118, 45, 29), (160, 83, 25, 30), (166, 54, 191, 166)]"
25969,..\MarioNet64_Color\frame_15915.jpg,"[0, 4, 4, 4, 4]"
25970,..\MarioNet64_Color\frame_15916.jpg,"[(420, 201, 90, 138), (116, 147, 62, 62), (125, 121, 45, 27), (167, 85, 41, 27), (176, 62, 178, 158)]"
25971,..\MarioNet64_Color\frame_15916.jpg,"[0, 4, 4, 4, 4]"
25972,..\MarioNet64_Color\frame_15917.jpg,"[(420, 201, 90, 138), (116, 147, 61, 62), (125, 124, 45, 22), (167, 85, 41, 27), (175, 62, 179, 158)]"
25973,..\MarioNet64_Color\frame_15917.jpg,"[0, 4, 4, 4, 4]"
25974,..\MarioNet64_Color\frame_15918.jpg,"[(425, 207, 82, 125), (127, 155, 60, 61), (126, 118, 53, 37), (170, 87, 39, 26), (180, 67, 173, 150)]"
25975,..\MarioNet64_Color\frame_15918.jpg,"[0, 4, 4, 4, 4]"
25976,..\MarioNet64_Color\frame_15919.jpg,"[(425, 207, 82, 125), (127, 155, 61, 61), (126, 118, 51, 37), (170, 87, 39, 26), (180, 67, 173, 150)]"
25977,..\MarioNet64_Color\frame_15919.jpg,"[0, 4, 4, 4, 4]"
25978,..\MarioNet64_Color\frame_15920.jpg,"[(431, 213, 75, 113), (140, 165, 55, 59), (133, 119, 47, 50), (189, 78, 163, 140)]"
25979,..\MarioNet64_Color\frame_15920.jpg,"[0, 4, 4, 4]"
25980,..\MarioNet64_Color\frame_15921.jpg,"[(431, 213, 75, 113), (140, 165, 55, 59), (133, 119, 47, 50), (189, 78, 163, 140)]"
25981,..\MarioNet64_Color\frame_15921.jpg,"[0, 4, 4, 4]"
25982,..\MarioNet64_Color\frame_15922.jpg,"[(438, 216, 69, 106), (154, 172, 56, 57), (139, 125, 49, 46), (192, 79, 160, 138)]"
25983,..\MarioNet64_Color\frame_15922.jpg,"[0, 4, 4, 4]"
25984,..\MarioNet64_Color\frame_15923.jpg,"[(438, 216, 69, 106), (155, 172, 55, 57), (139, 125, 49, 46), (192, 79, 160, 138)]"
25985,..\MarioNet64_Color\frame_15923.jpg,"[0, 4, 4, 4]"
25986,..\MarioNet64_Color\frame_15924.jpg,"[(445, 219, 65, 98), (172, 172, 53, 55), (152, 126, 49, 48), (203, 85, 150, 126)]"
25987,..\MarioNet64_Color\frame_15924.jpg,"[0, 4, 4, 4]"
25988,..\MarioNet64_Color\frame_15925.jpg,"[(445, 219, 65, 98), (172, 172, 53, 55), (152, 126, 49, 48), (203, 85, 151, 126)]"
25989,..\MarioNet64_Color\frame_15925.jpg,"[0, 4, 4, 4]"
25990,..\MarioNet64_Color\frame_15926.jpg,"[(449, 219, 60, 90), (180, 171, 53, 52), (158, 126, 50, 51), (212, 86, 144, 125)]"
25991,..\MarioNet64_Color\frame_15926.jpg,"[0, 4, 4, 4]"
25992,..\MarioNet64_Color\frame_15927.jpg,"[(449, 219, 60, 90), (180, 171, 53, 52), (158, 126, 50, 51), (212, 86, 144, 125)]"
25993,..\MarioNet64_Color\frame_15927.jpg,"[0, 4, 4, 4]"
25994,..\MarioNet64_Color\frame_15928.jpg,"[(448, 218, 57, 84), (190, 174, 46, 50), (157, 126, 52, 51), (211, 85, 143, 124)]"
25995,..\MarioNet64_Color\frame_15928.jpg,"[0, 4, 4, 4]"
25996,..\MarioNet64_Color\frame_15929.jpg,"[(448, 218, 57, 84), (187, 174, 49, 50), (157, 126, 52, 51), (211, 85, 143, 124)]"
25997,..\MarioNet64_Color\frame_15929.jpg,"[0, 4, 4, 4]"
25998,..\MarioNet64_Color\frame_15930.jpg,"[(448, 216, 56, 83), (188, 173, 47, 47), (158, 126, 53, 46), (213, 91, 140, 112)]"
25999,..\MarioNet64_Color\frame_15930.jpg,"[0, 4, 4, 4]"
26000,..\MarioNet64_Color\frame_15931.jpg,"[(448, 216, 56, 83), (188, 173, 45, 47), (158, 126, 53, 46), (213, 91, 140, 112)]"
26001,..\MarioNet64_Color\frame_15931.jpg,"[0, 4, 4, 4]"
26002,..\MarioNet64_Color\frame_15932.jpg,"[(448, 216, 55, 81), (187, 167, 49, 50), (159, 123, 53, 47), (215, 91, 148, 114)]"
26003,..\MarioNet64_Color\frame_15932.jpg,"[0, 4, 4, 4]"
26004,..\MarioNet64_Color\frame_15933.jpg,"[(448, 216, 55, 81), (190, 167, 46, 50), (159, 123, 53, 47), (215, 91, 148, 114)]"
26005,..\MarioNet64_Color\frame_15933.jpg,"[0, 4, 4, 4]"
26006,..\MarioNet64_Color\frame_15934.jpg,"[(448, 214, 51, 82), (188, 172, 48, 50), (156, 125, 54, 47), (213, 92, 140, 110)]"
26007,..\MarioNet64_Color\frame_15934.jpg,"[0, 4, 4, 4]"
26008,..\MarioNet64_Color\frame_15935.jpg,"[(448, 214, 51, 82), (188, 172, 48, 50), (156, 125, 54, 47), (213, 92, 140, 110)]"
26009,..\MarioNet64_Color\frame_15935.jpg,"[0, 4, 4, 4]"
26010,..\MarioNet64_Color\frame_15936.jpg,"[(448, 214, 51, 82), (188, 172, 48, 50), (156, 125, 54, 47), (213, 92, 140, 110)]"
26011,..\MarioNet64_Color\frame_15936.jpg,"[0, 4, 4, 4]"
26012,..\MarioNet64_Color\frame_15937.jpg,"[(447, 213, 51, 82), (189, 182, 45, 45), (155, 125, 53, 48), (212, 92, 142, 116)]"
26013,..\MarioNet64_Color\frame_15937.jpg,"[0, 4, 4, 4]"
26014,..\MarioNet64_Color\frame_15938.jpg,"[(448, 211, 50, 84), (191, 180, 50, 49), (158, 126, 50, 49), (210, 92, 146, 116)]"
26015,..\MarioNet64_Color\frame_15938.jpg,"[0, 4, 4, 4]"
26016,..\MarioNet64_Color\frame_15939.jpg,"[(448, 211, 50, 84), (191, 180, 50, 46), (158, 126, 50, 49), (210, 92, 146, 116)]"
26017,..\MarioNet64_Color\frame_15939.jpg,"[0, 4, 4, 4]"
26018,..\MarioNet64_Color\frame_15940.jpg,"[(447, 209, 50, 86), (191, 179, 51, 47), (165, 126, 44, 49), (211, 92, 143, 116)]"
26019,..\MarioNet64_Color\frame_15940.jpg,"[0, 4, 4, 4]"
26020,..\MarioNet64_Color\frame_15941.jpg,"[(447, 209, 50, 86), (191, 179, 51, 47), (165, 126, 44, 49), (211, 92, 143, 116)]"
26021,..\MarioNet64_Color\frame_15941.jpg,"[0, 4, 4, 4]"
26022,..\MarioNet64_Color\frame_15942.jpg,"[(447, 207, 49, 88), (190, 173, 51, 46), (159, 126, 51, 51), (213, 87, 146, 115)]"
26023,..\MarioNet64_Color\frame_15942.jpg,"[0, 4, 4, 4]"
26024,..\MarioNet64_Color\frame_15943.jpg,"[(447, 207, 49, 88), (190, 173, 51, 44), (159, 126, 51, 51), (213, 87, 146, 115)]"
26025,..\MarioNet64_Color\frame_15943.jpg,"[0, 4, 4, 4]"
26026,..\MarioNet64_Color\frame_15944.jpg,"[(446, 206, 49, 89), (190, 174, 51, 44), (159, 127, 50, 50), (212, 92, 142, 110)]"
26027,..\MarioNet64_Color\frame_15944.jpg,"[0, 4, 4, 4]"
26028,..\MarioNet64_Color\frame_15945.jpg,"[(446, 206, 49, 89), (190, 174, 51, 44), (159, 127, 50, 50), (212, 92, 142, 111)]"
26029,..\MarioNet64_Color\frame_15945.jpg,"[0, 4, 4, 4]"
26030,..\MarioNet64_Color\frame_15946.jpg,"[(446, 206, 49, 89), (190, 174, 51, 44), (159, 127, 50, 50), (212, 92, 142, 111)]"
26031,..\MarioNet64_Color\frame_15946.jpg,"[0, 4, 4, 4]"
26032,..\MarioNet64_Color\frame_15947.jpg,"[(446, 206, 48, 89), (190, 172, 50, 48), (159, 127, 52, 48), (214, 92, 139, 113)]"
26033,..\MarioNet64_Color\frame_15947.jpg,"[0, 4, 4, 4]"
26034,..\MarioNet64_Color\frame_15948.jpg,"[(446, 206, 48, 89), (190, 172, 50, 48), (159, 127, 52, 48), (214, 92, 139, 113)]"
26035,..\MarioNet64_Color\frame_15948.jpg,"[0, 4, 4, 4]"
26036,..\MarioNet64_Color\frame_15949.jpg,"[(445, 206, 46, 89), (189, 171, 47, 47), (159, 124, 53, 48), (215, 92, 145, 114)]"
26037,..\MarioNet64_Color\frame_15949.jpg,"[0, 4, 4, 4]"
26038,..\MarioNet64_Color\frame_15950.jpg,"[(445, 206, 46, 89), (189, 173, 46, 50), (156, 124, 55, 49), (213, 92, 144, 110)]"
26039,..\MarioNet64_Color\frame_15950.jpg,"[0, 4, 4, 4]"
26040,..\MarioNet64_Color\frame_15951.jpg,"[(445, 206, 46, 89), (189, 174, 46, 49), (156, 124, 55, 49), (213, 92, 144, 110)]"
26041,..\MarioNet64_Color\frame_15951.jpg,"[0, 4, 4, 4]"
26042,..\MarioNet64_Color\frame_15952.jpg,"[(445, 206, 46, 89), (189, 174, 46, 49), (156, 124, 55, 49), (213, 92, 144, 110)]"
26043,..\MarioNet64_Color\frame_15952.jpg,"[0, 4, 4, 4]"
26044,..\MarioNet64_Color\frame_15953.jpg,"[(445, 205, 46, 89), (190, 179, 51, 48), (158, 126, 51, 47), (211, 92, 143, 111)]"
26045,..\MarioNet64_Color\frame_15953.jpg,"[0, 4, 4, 4]"
26046,..\MarioNet64_Color\frame_15954.jpg,"[(445, 205, 46, 89), (190, 179, 51, 48), (158, 126, 51, 47), (211, 92, 143, 111)]"
