MarioNet64_Color\frame_5110.jpg  1  503 205 19 36
MarioNet64_Color\frame_5111.jpg  1  501 206 21 28
MarioNet64_Color\frame_7224.jpg  1  262 174 21 21
MarioNet64_Color\frame_7225.jpg  1  262 174 21 21
MarioNet64_Color\frame_7226.jpg  1  262 165 27 31
MarioNet64_Color\frame_7227.jpg  1  262 165 27 31
MarioNet64_Color\frame_7228.jpg  1  269 166 23 28
MarioNet64_Color\frame_7229.jpg  1  269 166 23 28
MarioNet64_Color\frame_7230.jpg  1  279 173 20 20
MarioNet64_Color\frame_7231.jpg  1  279 173 20 20
MarioNet64_Color\frame_7232.jpg  1  277 167 28 27
MarioNet64_Color\frame_7233.jpg  1  277 167 28 27
MarioNet64_Color\frame_7234.jpg  1  285 174 25 28
MarioNet64_Color\frame_7235.jpg  1  285 174 25 28
MarioNet64_Color\frame_7236.jpg  1  287 175 27 27
MarioNet64_Color\frame_7237.jpg  1  287 175 27 27
MarioNet64_Color\frame_7238.jpg  1  292 174 29 32
MarioNet64_Color\frame_7239.jpg  1  292 174 29 32
MarioNet64_Color\frame_7240.jpg  1  302 182 22 28
MarioNet64_Color\frame_7241.jpg  1  302 182 22 28
MarioNet64_Color\frame_7242.jpg  1  303 181 26 28
MarioNet64_Color\frame_7243.jpg  1  303 183 26 26
MarioNet64_Color\frame_7244.jpg  1  309 189 30 28
MarioNet64_Color\frame_7245.jpg  1  308 188 31 29
MarioNet64_Color\frame_7246.jpg  1  317 190 28 35
MarioNet64_Color\frame_7247.jpg  1  317 190 28 35
MarioNet64_Color\frame_7248.jpg  1  319 198 30 35
MarioNet64_Color\frame_7249.jpg  1  319 198 30 35
MarioNet64_Color\frame_7250.jpg  1  327 206 31 37
MarioNet64_Color\frame_7251.jpg  1  327 206 31 38
MarioNet64_Color\frame_7252.jpg  1  334 214 30 36
MarioNet64_Color\frame_7253.jpg  1  334 214 30 36
MarioNet64_Color\frame_7254.jpg  1  341 223 28 39
MarioNet64_Color\frame_7255.jpg  1  341 223 28 39
MarioNet64_Color\frame_7256.jpg  1  346 222 33 37
MarioNet64_Color\frame_7257.jpg  1  346 223 33 37
MarioNet64_Color\frame_7258.jpg  1  356 228 32 37
MarioNet64_Color\frame_7259.jpg  1  356 228 32 37
MarioNet64_Color\frame_7260.jpg  1  365 228 29 38
MarioNet64_Color\frame_7261.jpg  1  365 228 29 38
MarioNet64_Color\frame_7262.jpg  1  371 229 32 38
MarioNet64_Color\frame_7263.jpg  1  370 230 33 37
MarioNet64_Color\frame_7264.jpg  1  372 228 35 40
MarioNet64_Color\frame_7265.jpg  1  372 228 29 40
MarioNet64_Color\frame_7266.jpg  1  370 230 39 37
MarioNet64_Color\frame_7267.jpg  1  370 230 39 37
MarioNet64_Color\frame_7268.jpg  1  374 233 27 40
MarioNet64_Color\frame_7269.jpg  1  374 233 27 41
MarioNet64_Color\frame_7270.jpg  1  374 237 30 44
MarioNet64_Color\frame_7271.jpg  1  374 237 30 44
MarioNet64_Color\frame_7272.jpg  1  368 246 37 38
MarioNet64_Color\frame_7273.jpg  1  368 246 37 38
MarioNet64_Color\frame_7274.jpg  1  368 248 33 42
MarioNet64_Color\frame_7275.jpg  1  368 248 33 42
MarioNet64_Color\frame_7276.jpg  1  367 252 38 53
MarioNet64_Color\frame_7277.jpg  1  367 252 37 53
MarioNet64_Color\frame_7278.jpg  1  367 260 38 46
MarioNet64_Color\frame_7279.jpg  1  367 260 38 46
MarioNet64_Color\frame_7280.jpg  1  367 262 35 46
MarioNet64_Color\frame_7281.jpg  1  367 262 35 46
MarioNet64_Color\frame_7282.jpg  1  365 261 38 52
MarioNet64_Color\frame_7283.jpg  1  365 261 38 52
MarioNet64_Color\frame_7284.jpg  1  364 261 38 44
MarioNet64_Color\frame_7285.jpg  1  364 261 38 44
MarioNet64_Color\frame_7286.jpg  1  364 262 38 44
MarioNet64_Color\frame_7287.jpg  1  364 262 38 44
MarioNet64_Color\frame_7288.jpg  1  365 263 36 43
MarioNet64_Color\frame_7289.jpg  1  365 263 36 43
MarioNet64_Color\frame_7290.jpg  1  366 262 35 44
MarioNet64_Color\frame_7291.jpg  1  366 262 35 44
MarioNet64_Color\frame_7292.jpg  1  364 262 31 43
MarioNet64_Color\frame_7293.jpg  1  363 262 32 43
MarioNet64_Color\frame_7294.jpg  1  366 259 29 39
MarioNet64_Color\frame_7295.jpg  1  366 259 29 39
MarioNet64_Color\frame_7296.jpg  1  359 245 35 38
MarioNet64_Color\frame_7297.jpg  1  359 245 35 38
MarioNet64_Color\frame_7298.jpg  1  358 231 36 42
MarioNet64_Color\frame_7299.jpg  1  358 231 36 43
MarioNet64_Color\frame_7300.jpg  1  358 221 38 37
MarioNet64_Color\frame_7301.jpg  1  358 221 38 37
MarioNet64_Color\frame_7302.jpg  1  356 214 39 37
MarioNet64_Color\frame_7303.jpg  1  356 214 39 37
MarioNet64_Color\frame_7304.jpg  1  357 207 37 42
MarioNet64_Color\frame_7305.jpg  1  357 207 37 42
MarioNet64_Color\frame_7306.jpg  1  355 205 32 38
MarioNet64_Color\frame_7307.jpg  1  355 205 32 38
MarioNet64_Color\frame_7308.jpg  2  355 198 30 37  368 193 17 6
MarioNet64_Color\frame_7309.jpg  1  355 196 30 39
MarioNet64_Color\frame_7310.jpg  1  352 198 34 42
MarioNet64_Color\frame_7311.jpg  1  352 198 35 42
MarioNet64_Color\frame_7312.jpg  1  350 189 36 43
MarioNet64_Color\frame_7313.jpg  1  350 189 36 43
MarioNet64_Color\frame_7314.jpg  1  350 191 36 41
MarioNet64_Color\frame_7315.jpg  1  350 191 36 43
MarioNet64_Color\frame_7316.jpg  1  350 190 36 29
MarioNet64_Color\frame_7317.jpg  1  350 190 37 29
MarioNet64_Color\frame_7318.jpg  1  347 187 39 30
MarioNet64_Color\frame_7319.jpg  1  347 187 39 30
MarioNet64_Color\frame_7320.jpg  1  356 185 30 43
MarioNet64_Color\frame_7321.jpg  1  356 185 30 43
MarioNet64_Color\frame_7322.jpg  1  351 189 35 41
MarioNet64_Color\frame_7323.jpg  1  351 189 35 38
MarioNet64_Color\frame_7324.jpg  1  350 190 37 43
MarioNet64_Color\frame_7325.jpg  1  350 191 37 42
MarioNet64_Color\frame_7326.jpg  1  354 188 39 46
MarioNet64_Color\frame_7327.jpg  1  354 188 39 46
MarioNet64_Color\frame_7328.jpg  1  359 188 39 44
MarioNet64_Color\frame_7329.jpg  1  359 188 39 38
MarioNet64_Color\frame_7330.jpg  1  364 190 37 42
MarioNet64_Color\frame_7331.jpg  1  364 190 37 42
MarioNet64_Color\frame_7332.jpg  1  370 190 35 38
MarioNet64_Color\frame_7333.jpg  1  370 190 35 38
MarioNet64_Color\frame_7334.jpg  1  374 196 35 32
MarioNet64_Color\frame_7335.jpg  1  374 196 35 32
MarioNet64_Color\frame_7336.jpg  1  383 198 34 30
MarioNet64_Color\frame_7337.jpg  1  383 198 34 30
MarioNet64_Color\frame_7338.jpg  1  390 196 28 31
MarioNet64_Color\frame_7339.jpg  1  390 196 29 29
MarioNet64_Color\frame_7340.jpg  1  391 199 37 32
MarioNet64_Color\frame_7341.jpg  1  391 199 37 32
MarioNet64_Color\frame_7342.jpg  1  396 200 38 34
MarioNet64_Color\frame_7343.jpg  1  396 200 38 34
MarioNet64_Color\frame_7344.jpg  1  405 204 29 37
MarioNet64_Color\frame_7345.jpg  1  405 204 29 37
MarioNet64_Color\frame_7346.jpg  1  410 202 33 40
MarioNet64_Color\frame_7347.jpg  1  410 202 33 40
MarioNet64_Color\frame_7348.jpg  1  414 203 36 40
MarioNet64_Color\frame_7349.jpg  1  414 203 36 40
MarioNet64_Color\frame_7350.jpg  1  421 207 37 37
MarioNet64_Color\frame_7351.jpg  1  423 204 35 40
MarioNet64_Color\frame_7352.jpg  1  422 206 36 44
MarioNet64_Color\frame_7353.jpg  1  422 207 36 41
MarioNet64_Color\frame_7354.jpg  1  423 206 34 39
MarioNet64_Color\frame_7355.jpg  1  423 206 34 39
MarioNet64_Color\frame_7356.jpg  1  421 213 36 32
MarioNet64_Color\frame_7357.jpg  1  421 213 36 32
MarioNet64_Color\frame_7358.jpg  1  422 214 28 35
MarioNet64_Color\frame_7359.jpg  1  422 214 28 35
MarioNet64_Color\frame_7360.jpg  1  418 215 34 37
MarioNet64_Color\frame_7361.jpg  1  418 215 34 37
MarioNet64_Color\frame_7362.jpg  1  421 221 29 35
MarioNet64_Color\frame_7363.jpg  1  422 222 28 34
MarioNet64_Color\frame_7364.jpg  1  415 221 35 38
MarioNet64_Color\frame_7365.jpg  1  415 221 35 38
MarioNet64_Color\frame_7366.jpg  1  415 223 36 38
MarioNet64_Color\frame_7367.jpg  1  415 223 36 38
MarioNet64_Color\frame_7368.jpg  1  414 230 35 36
MarioNet64_Color\frame_7369.jpg  1  415 230 34 36
MarioNet64_Color\frame_7370.jpg  1  414 229 35 38
MarioNet64_Color\frame_7371.jpg  1  414 229 35 38
MarioNet64_Color\frame_7372.jpg  1  412 229 31 39
MarioNet64_Color\frame_7373.jpg  1  412 229 31 39
MarioNet64_Color\frame_7374.jpg  1  413 231 32 34
MarioNet64_Color\frame_7375.jpg  1  413 231 32 34
MarioNet64_Color\frame_7376.jpg  1  414 231 30 36
MarioNet64_Color\frame_7377.jpg  1  414 231 30 36
MarioNet64_Color\frame_7378.jpg  1  410 231 32 35
MarioNet64_Color\frame_7379.jpg  1  410 231 32 35
MarioNet64_Color\frame_7380.jpg  1  409 231 34 43
MarioNet64_Color\frame_7381.jpg  1  411 231 32 43
MarioNet64_Color\frame_7382.jpg  1  412 229 29 38
MarioNet64_Color\frame_7383.jpg  1  412 229 29 38
MarioNet64_Color\frame_7384.jpg  1  415 223 27 36
MarioNet64_Color\frame_7385.jpg  1  415 223 27 36
MarioNet64_Color\frame_7386.jpg  1  414 212 27 39
MarioNet64_Color\frame_7387.jpg  1  414 212 27 39
MarioNet64_Color\frame_7388.jpg  1  414 212 27 39
MarioNet64_Color\frame_7389.jpg  1  406 207 35 36
MarioNet64_Color\frame_7390.jpg  1  406 207 35 36
MarioNet64_Color\frame_7391.jpg  1  406 204 36 32
MarioNet64_Color\frame_7392.jpg  1  406 199 35 36
MarioNet64_Color\frame_7393.jpg  1  406 199 35 35
MarioNet64_Color\frame_7394.jpg  1  414 197 29 31
MarioNet64_Color\frame_7395.jpg  1  414 197 28 34
MarioNet64_Color\frame_7396.jpg  1  410 199 34 35
MarioNet64_Color\frame_7397.jpg  1  410 200 34 34
MarioNet64_Color\frame_7398.jpg  1  410 190 34 32
MarioNet64_Color\frame_7399.jpg  1  410 190 34 32
MarioNet64_Color\frame_7400.jpg  1  413 196 30 30
MarioNet64_Color\frame_7401.jpg  1  413 196 30 30
MarioNet64_Color\frame_7402.jpg  1  412 189 30 37
MarioNet64_Color\frame_7403.jpg  1  412 189 30 37
MarioNet64_Color\frame_7404.jpg  1  411 190 31 35
MarioNet64_Color\frame_7405.jpg  1  411 190 31 35
MarioNet64_Color\frame_7406.jpg  1  407 191 35 29
MarioNet64_Color\frame_7407.jpg  1  407 191 35 29
MarioNet64_Color\frame_7408.jpg  1  413 189 29 35
MarioNet64_Color\frame_7409.jpg  1  413 189 29 35
MarioNet64_Color\frame_7410.jpg  1  413 189 32 28
MarioNet64_Color\frame_7411.jpg  1  413 189 30 28
MarioNet64_Color\frame_7412.jpg  1  414 188 35 32
MarioNet64_Color\frame_7413.jpg  1  414 188 35 32
MarioNet64_Color\frame_7414.jpg  1  415 186 35 33
MarioNet64_Color\frame_7415.jpg  1  415 186 35 33
MarioNet64_Color\frame_7416.jpg  1  414 189 35 29
MarioNet64_Color\frame_7417.jpg  1  414 189 35 29
MarioNet64_Color\frame_7418.jpg  1  414 187 29 32
MarioNet64_Color\frame_7419.jpg  1  414 190 29 29
MarioNet64_Color\frame_7420.jpg  1  414 188 30 33
MarioNet64_Color\frame_7421.jpg  1  414 188 30 33
MarioNet64_Color\frame_7422.jpg  1  405 190 30 31
MarioNet64_Color\frame_7423.jpg  1  405 190 31 31
MarioNet64_Color\frame_7424.jpg  1  398 187 30 30
MarioNet64_Color\frame_7425.jpg  1  398 187 30 30
MarioNet64_Color\frame_7426.jpg  1  390 190 29 27
MarioNet64_Color\frame_7427.jpg  1  390 190 29 27
MarioNet64_Color\frame_7428.jpg  1  380 189 31 38
MarioNet64_Color\frame_7429.jpg  1  380 190 31 37
MarioNet64_Color\frame_7430.jpg  1  367 191 35 35
MarioNet64_Color\frame_7431.jpg  1  367 191 35 35
MarioNet64_Color\frame_7432.jpg  1  356 190 30 35
MarioNet64_Color\frame_7433.jpg  1  356 190 30 35
MarioNet64_Color\frame_7434.jpg  1  343 183 36 39
MarioNet64_Color\frame_7435.jpg  1  343 183 34 37
MarioNet64_Color\frame_7436.jpg  1  332 189 31 34
MarioNet64_Color\frame_7437.jpg  1  332 189 31 34
MarioNet64_Color\frame_7438.jpg  1  320 183 36 35
MarioNet64_Color\frame_7439.jpg  1  320 183 36 35
MarioNet64_Color\frame_7440.jpg  1  309 182 36 38
MarioNet64_Color\frame_7441.jpg  1  309 182 36 38
MarioNet64_Color\frame_7442.jpg  1  296 190 38 29
MarioNet64_Color\frame_7443.jpg  1  296 190 38 29
MarioNet64_Color\frame_7444.jpg  1  286 182 35 37
MarioNet64_Color\frame_7445.jpg  1  286 182 35 37
MarioNet64_Color\frame_7446.jpg  1  279 190 28 36
MarioNet64_Color\frame_7447.jpg  1  277 190 30 36
MarioNet64_Color\frame_7448.jpg  1  260 188 38 39
MarioNet64_Color\frame_7449.jpg  1  260 188 38 39
MarioNet64_Color\frame_7450.jpg  1  254 187 30 48
MarioNet64_Color\frame_7451.jpg  1  254 187 30 48
MarioNet64_Color\frame_7452.jpg  1  237 188 37 38
MarioNet64_Color\frame_7453.jpg  1  237 190 37 37
MarioNet64_Color\frame_7454.jpg  1  222 190 36 38
MarioNet64_Color\frame_7455.jpg  1  222 190 38 38
MarioNet64_Color\frame_7456.jpg  1  207 189 43 51
MarioNet64_Color\frame_7457.jpg  1  207 189 43 51
MarioNet64_Color\frame_7458.jpg  1  196 189 39 54
MarioNet64_Color\frame_7459.jpg  1  198 189 36 54
MarioNet64_Color\frame_7460.jpg  1  189 188 36 54
MarioNet64_Color\frame_7461.jpg  1  189 188 36 54
MarioNet64_Color\frame_7462.jpg  1  179 189 42 55
MarioNet64_Color\frame_7463.jpg  1  179 189 42 55
MarioNet64_Color\frame_7464.jpg  2  182 239 15 11  175 190 42 44
MarioNet64_Color\frame_7465.jpg  2  182 239 11 11  174 191 43 43
MarioNet64_Color\frame_7466.jpg  1  166 190 43 52
MarioNet64_Color\frame_7467.jpg  2  179 244 15 9  166 190 43 52
MarioNet64_Color\frame_7468.jpg  2  180 246 13 10  166 197 43 44
MarioNet64_Color\frame_7469.jpg  2  180 246 13 10  166 197 43 44
MarioNet64_Color\frame_7470.jpg  1  157 197 47 52
MarioNet64_Color\frame_7471.jpg  1  157 197 47 52
MarioNet64_Color\frame_7472.jpg  1  149 206 45 51
MarioNet64_Color\frame_7473.jpg  1  149 206 45 51
MarioNet64_Color\frame_7474.jpg  1  134 206 53 52
MarioNet64_Color\frame_7475.jpg  1  134 206 53 52
MarioNet64_Color\frame_7476.jpg  2  173 262 13 13  126 212 55 59
MarioNet64_Color\frame_7477.jpg  2  173 261 13 14  126 212 55 59
MarioNet64_Color\frame_7478.jpg  1  118 218 57 61
MarioNet64_Color\frame_7479.jpg  1  118 218 57 61
MarioNet64_Color\frame_7480.jpg  1  111 224 55 64
MarioNet64_Color\frame_7481.jpg  1  111 224 55 64
MarioNet64_Color\frame_7482.jpg  1  102 231 54 75
MarioNet64_Color\frame_7483.jpg  1  102 231 54 75
MarioNet64_Color\frame_7484.jpg  3  97 305 26 11  134 303 12 18  92 239 53 67
MarioNet64_Color\frame_7485.jpg  3  97 305 26 11  134 303 12 18  92 239 53 67
MarioNet64_Color\frame_7486.jpg  3  117 326 22 11  84 319 29 11  79 247 52 69
MarioNet64_Color\frame_7487.jpg  3  117 326 22 11  84 319 29 11  79 247 52 69
MarioNet64_Color\frame_7488.jpg  3  86 337 19 18  71 334 10 11  62 260 52 69
MarioNet64_Color\frame_7489.jpg  3  87 337 19 18  71 334 10 11  60 263 54 72
MarioNet64_Color\frame_7490.jpg  2  55 352 28 24  36 269 54 79
MarioNet64_Color\frame_7491.jpg  2  54 352 29 24  36 269 54 79
MarioNet64_Color\frame_7492.jpg  2  31 373 18 7  6 284 60 87
MarioNet64_Color\frame_7493.jpg  2  31 373 18 7  6 284 59 87
MarioNet64_Color\frame_7494.jpg  2  1 350 9 28  6 299 36 28
MarioNet64_Color\frame_7495.jpg  2  1 350 8 28  6 299 36 25
MarioNet64_Color\frame_7496.jpg  1  7 318 7 18
MarioNet64_Color\frame_7560.jpg  1  691 205 9 17
MarioNet64_Color\frame_7561.jpg  2  684 232 14 9  691 205 9 17
MarioNet64_Color\frame_7562.jpg  1  673 192 11 22
MarioNet64_Color\frame_7563.jpg  1  678 192 6 22
MarioNet64_Color\frame_7564.jpg  1  663 183 11 35
MarioNet64_Color\frame_7565.jpg  1  661 183 13 35
MarioNet64_Color\frame_7566.jpg  1  622 183 13 35
MarioNet64_Color\frame_7567.jpg  1  622 177 13 40
MarioNet64_Color\frame_7568.jpg  3  644 213 12 13  590 176 12 25  619 175 7 33
MarioNet64_Color\frame_7569.jpg  3  644 213 12 13  590 176 12 25  619 175 7 33
MarioNet64_Color\frame_7570.jpg  2  638 206 11 21  589 166 5 20
MarioNet64_Color\frame_7571.jpg  2  638 206 11 21  589 166 5 20
MarioNet64_Color\frame_7572.jpg  3  630 199 11 20  604 198 12 27  554 162 10 17
MarioNet64_Color\frame_7573.jpg  3  630 197 10 21  605 196 11 21  554 163 10 19
MarioNet64_Color\frame_7574.jpg  3  623 186 10 16  599 184 10 26  550 143 13 33
MarioNet64_Color\frame_7575.jpg  3  623 186 10 16  599 184 10 26  550 143 13 33
MarioNet64_Color\frame_7576.jpg  2  568 192 10 17  518 119 15 43
MarioNet64_Color\frame_7577.jpg  2  568 192 10 17  518 119 15 43
MarioNet64_Color\frame_7578.jpg  3  565 167 9 20  488 118 12 13  518 117 12 21
MarioNet64_Color\frame_7579.jpg  3  565 165 6 22  488 118 12 13  518 117 12 20
MarioNet64_Color\frame_7580.jpg  2  559 165 10 16  486 94 15 38
MarioNet64_Color\frame_7581.jpg  2  559 165 10 16  486 94 15 38
MarioNet64_Color\frame_7582.jpg  1  455 86 13 20
MarioNet64_Color\frame_7583.jpg  1  455 86 13 20
MarioNet64_Color\frame_7584.jpg  1  454 60 15 38
MarioNet64_Color\frame_7585.jpg  1  454 60 15 38
MarioNet64_Color\frame_7586.jpg  1  421 56 13 27
MarioNet64_Color\frame_7587.jpg  1  421 56 13 27
MarioNet64_Color\frame_7588.jpg  2  504 111 9 12  420 52 16 15
MarioNet64_Color\frame_7589.jpg  1  420 52 16 15
MarioNet64_Color\frame_7592.jpg  1  392 48 17 20
MarioNet64_Color\frame_7593.jpg  1  392 48 17 20
MarioNet64_Color\frame_7594.jpg  2  484 88 9 34  366 44 19 21
MarioNet64_Color\frame_7595.jpg  2  485 88 8 24  366 44 19 21
MarioNet64_Color\frame_7596.jpg  1  357 38 37 36
MarioNet64_Color\frame_7597.jpg  1  357 38 37 36
MarioNet64_Color\frame_7598.jpg  1  348 37 40 44
MarioNet64_Color\frame_7599.jpg  1  348 37 40 44
MarioNet64_Color\frame_7600.jpg  1  341 39 37 44
MarioNet64_Color\frame_7601.jpg  1  341 39 36 44
MarioNet64_Color\frame_7602.jpg  2  460 72 47 73  332 43 45 40
MarioNet64_Color\frame_7603.jpg  2  460 72 47 73  332 43 45 40
MarioNet64_Color\frame_7604.jpg  2  454 73 71 73  324 47 45 43
MarioNet64_Color\frame_7605.jpg  2  454 73 71 73  324 47 45 43
MarioNet64_Color\frame_7606.jpg  2  448 77 73 74  316 54 47 46
MarioNet64_Color\frame_7607.jpg  2  448 77 73 74  316 54 47 46
MarioNet64_Color\frame_7608.jpg  2  440 81 74 75  308 71 47 42
MarioNet64_Color\frame_7609.jpg  2  440 81 74 75  308 71 47 42
MarioNet64_Color\frame_7610.jpg  2  431 85 75 75  302 77 44 46
MarioNet64_Color\frame_7611.jpg  2  431 85 75 75  302 77 44 46
MarioNet64_Color\frame_7612.jpg  2  424 89 75 76  294 85 44 45
MarioNet64_Color\frame_7613.jpg  2  424 89 75 76  294 85 44 44
MarioNet64_Color\frame_7614.jpg  2  413 95 76 77  286 93 44 47
MarioNet64_Color\frame_7615.jpg  2  413 95 76 77  286 93 44 47
MarioNet64_Color\frame_7616.jpg  2  399 96 77 77  275 96 49 50
MarioNet64_Color\frame_7617.jpg  2  399 96 77 77  275 96 49 50
MarioNet64_Color\frame_7618.jpg  2  263 98 52 52  384 97 76 77
MarioNet64_Color\frame_7619.jpg  2  263 98 52 49  384 97 76 77
MarioNet64_Color\frame_7620.jpg  2  253 108 49 50  366 102 77 79
MarioNet64_Color\frame_7621.jpg  2  253 108 49 50  366 102 77 79
MarioNet64_Color\frame_7622.jpg  2  238 110 54 54  350 108 75 80
MarioNet64_Color\frame_7623.jpg  2  238 111 54 53  350 108 75 80
MarioNet64_Color\frame_7624.jpg  3  329 143 5 20  231 113 51 51  334 112 75 81
MarioNet64_Color\frame_7625.jpg  2  231 113 51 51  334 112 75 81
MarioNet64_Color\frame_7626.jpg  2  229 118 52 53  317 117 80 76
MarioNet64_Color\frame_7627.jpg  2  317 117 80 76  229 117 52 54
MarioNet64_Color\frame_7628.jpg  2  310 123 77 81  231 118 58 57
MarioNet64_Color\frame_7629.jpg  2  310 123 77 81  231 118 58 57
MarioNet64_Color\frame_7630.jpg  2  298 135 86 74  239 122 58 58
MarioNet64_Color\frame_7631.jpg  2  298 134 86 76  239 122 58 58
MarioNet64_Color\frame_7632.jpg  2  295 131 86 86  253 123 46 57
MarioNet64_Color\frame_7633.jpg  2  295 131 86 86  253 123 46 57
MarioNet64_Color\frame_7634.jpg  2  292 133 87 84  262 118 51 59
MarioNet64_Color\frame_7635.jpg  2  292 133 87 84  262 118 51 59
MarioNet64_Color\frame_7636.jpg  2  285 141 86 75  271 125 48 38
MarioNet64_Color\frame_7637.jpg  2  285 141 86 76  271 125 48 37
MarioNet64_Color\frame_7638.jpg  2  286 140 85 89  286 118 54 39
MarioNet64_Color\frame_7639.jpg  2  286 140 85 89  286 118 54 39
MarioNet64_Color\frame_7640.jpg  1  269 143 84 84
MarioNet64_Color\frame_7641.jpg  1  269 143 84 84
MarioNet64_Color\frame_7642.jpg  1  245 142 87 87
MarioNet64_Color\frame_7643.jpg  1  245 140 87 89
MarioNet64_Color\frame_7644.jpg  2  324 149 32 25  246 142 85 87
MarioNet64_Color\frame_7645.jpg  2  324 149 32 25  246 142 85 87
MarioNet64_Color\frame_7646.jpg  2  327 142 43 34  244 137 88 89
MarioNet64_Color\frame_7647.jpg  2  327 142 43 34  244 137 88 89
MarioNet64_Color\frame_7648.jpg  2  325 142 46 30  229 133 87 87
MarioNet64_Color\frame_7649.jpg  2  327 142 44 30  229 133 87 87
MarioNet64_Color\frame_7650.jpg  2  215 133 84 83  328 126 49 39
MarioNet64_Color\frame_7651.jpg  2  215 133 84 83  328 127 49 38
MarioNet64_Color\frame_7652.jpg  2  215 129 84 85  349 102 41 60
MarioNet64_Color\frame_7653.jpg  2  215 129 84 85  349 102 41 60
MarioNet64_Color\frame_7654.jpg  2  215 126 83 84  357 100 45 57
MarioNet64_Color\frame_7655.jpg  2  215 126 83 84  357 100 45 57
MarioNet64_Color\frame_7656.jpg  2  205 124 78 78  357 93 51 59
MarioNet64_Color\frame_7657.jpg  2  205 124 78 78  357 93 51 59
MarioNet64_Color\frame_7658.jpg  2  197 117 77 78  356 88 54 58
MarioNet64_Color\frame_7659.jpg  2  197 117 77 78  356 88 54 58
MarioNet64_Color\frame_7660.jpg  2  194 117 78 79  366 87 52 56
MarioNet64_Color\frame_7661.jpg  2  194 117 78 79  366 85 52 53
MarioNet64_Color\frame_7662.jpg  2  197 117 70 77  373 86 53 55
MarioNet64_Color\frame_7663.jpg  2  197 117 70 77  373 86 53 55
MarioNet64_Color\frame_7664.jpg  2  189 113 70 76  376 81 57 57
MarioNet64_Color\frame_7665.jpg  2  189 113 70 76  376 81 57 57
MarioNet64_Color\frame_7666.jpg  2  182 110 74 74  383 77 52 57
MarioNet64_Color\frame_7667.jpg  2  182 110 74 74  382 77 53 57
MarioNet64_Color\frame_7668.jpg  2  180 109 72 73  388 77 55 53
MarioNet64_Color\frame_7669.jpg  2  180 109 72 73  388 77 55 53
MarioNet64_Color\frame_7670.jpg  2  183 107 65 72  397 78 52 55
MarioNet64_Color\frame_7671.jpg  2  183 107 65 72  397 78 52 55
MarioNet64_Color\frame_7672.jpg  2  174 101 69 71  399 73 54 55
MarioNet64_Color\frame_7673.jpg  2  174 101 69 71  399 73 54 55
MarioNet64_Color\frame_7674.jpg  2  172 101 69 66  404 77 54 48
MarioNet64_Color\frame_7675.jpg  2  172 100 69 67  404 77 54 48
MarioNet64_Color\frame_7676.jpg  2  170 97 67 68  407 77 54 45
MarioNet64_Color\frame_7677.jpg  2  170 97 67 68  407 77 54 45
MarioNet64_Color\frame_7678.jpg  2  173 97 61 66  412 77 52 50
MarioNet64_Color\frame_7679.jpg  2  173 97 61 66  412 77 52 50
MarioNet64_Color\frame_7680.jpg  2  167 94 66 63  414 71 53 50
MarioNet64_Color\frame_7681.jpg  2  167 94 66 63  414 71 53 51
MarioNet64_Color\frame_7682.jpg  2  165 89 63 65  415 70 51 52
MarioNet64_Color\frame_7683.jpg  2  165 89 63 65  415 70 51 52
MarioNet64_Color\frame_7684.jpg  2  166 91 59 64  416 78 52 46
MarioNet64_Color\frame_7685.jpg  2  165 91 60 64  416 78 52 46
MarioNet64_Color\frame_7686.jpg  2  159 92 62 63  416 77 49 47
MarioNet64_Color\frame_7687.jpg  2  159 92 62 63  416 77 49 47
MarioNet64_Color\frame_7688.jpg  2  157 94 61 59  415 79 51 45
MarioNet64_Color\frame_7689.jpg  2  157 94 61 59  415 79 51 45
MarioNet64_Color\frame_7690.jpg  2  152 86 58 62  414 77 52 48
MarioNet64_Color\frame_7691.jpg  2  152 86 58 62  414 77 52 48
MarioNet64_Color\frame_7692.jpg  2  149 87 61 62  413 79 45 50
MarioNet64_Color\frame_7693.jpg  2  149 87 61 62  413 79 45 50
MarioNet64_Color\frame_7694.jpg  2  145 92 59 57  412 82 49 51
MarioNet64_Color\frame_7695.jpg  2  145 92 59 57  410 82 51 51
MarioNet64_Color\frame_7696.jpg  2  407 86 51 44  143 85 59 62
MarioNet64_Color\frame_7697.jpg  2  408 86 50 44  143 85 61 62
MarioNet64_Color\frame_7698.jpg  2  407 84 43 48  140 83 62 62
MarioNet64_Color\frame_7699.jpg  2  407 84 43 48  140 83 62 62
MarioNet64_Color\frame_7700.jpg  2  405 86 46 50  140 83 61 62
MarioNet64_Color\frame_7701.jpg  2  405 86 46 50  140 83 61 62
MarioNet64_Color\frame_7702.jpg  2  403 94 47 44  141 83 59 62
MarioNet64_Color\frame_7703.jpg  2  403 94 47 44  141 83 59 62
MarioNet64_Color\frame_7704.jpg  2  396 89 49 50  136 86 62 59
MarioNet64_Color\frame_7705.jpg  2  396 89 48 50  136 86 62 59
MarioNet64_Color\frame_7706.jpg  2  391 91 50 46  134 81 62 63
MarioNet64_Color\frame_7707.jpg  2  391 91 50 46  134 86 62 58
MarioNet64_Color\frame_7708.jpg  2  390 92 44 48  132 85 61 61
MarioNet64_Color\frame_7709.jpg  2  389 92 45 48  132 85 61 61
MarioNet64_Color\frame_7710.jpg  2  382 96 44 50  133 87 53 60
